epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
155,22713,0.5252,0.50681,1.08811,0.88844,0.83893,0.91771,0.80945,0.54507,0.65697,1.09098,0.000129744,0.000129744,0.000129744
156,23146.9,0.52325,0.50674,1.08637,0.88691,0.83897,0.9177,0.80861,0.54497,0.65856,1.09092,0.000127108,0.000127108,0.000127108
157,23286.8,0.52107,0.49756,1.0843,0.89177,0.83596,0.9177,0.80852,0.54493,0.65867,1.0909,0.000124488,0.000124488,0.000124488
158,23426.4,0.52179,0.49951,1.08646,0.89235,0.83567,0.91786,0.80869,0.54493,0.65857,1.09087,0.000121886,0.000121886,0.000121886
159,23596.8,0.52558,0.50412,1.08665,0.89294,0.83531,0.91766,0.80779,0.54462,0.65825,1.0907,0.000119301,0.000119301,0.000119301
160,23735.5,0.51643,0.49634,1.08668,0.89409,0.83509,0.91734,0.80782,0.54456,0.65734,1.0908,0.000116735,0.000116735,0.000116735
161,23874.3,0.51649,0.49447,1.08186,0.89274,0.83511,0.91735,0.80782,0.54469,0.65747,1.09103,0.000114188,0.000114188,0.000114188
162,24049.6,0.52021,0.49732,1.08553,0.89238,0.83545,0.91711,0.80754,0.54465,0.65749,1.09099,0.000111659,0.000111659,0.000111659
163,24187.2,0.52097,0.49986,1.08126,0.89173,0.83524,0.91701,0.80728,0.54468,0.65785,1.09118,0.000109151,0.000109151,0.000109151
164,24380.9,0.51529,0.50062,1.08327,0.88944,0.83562,0.91709,0.80804,0.54456,0.6574,1.0912,0.000106662,0.000106662,0.000106662
165,24516,0.52015,0.49306,1.0856,0.88975,0.83316,0.91618,0.80806,0.54477,0.6577,1.09138,0.000104194,0.000104194,0.000104194
166,24655.2,0.51647,0.49512,1.08198,0.88882,0.83331,0.91625,0.80814,0.54498,0.6586,1.09177,0.000101747,0.000101747,0.000101747
167,24812.4,0.51019,0.48531,1.07586,0.8991,0.82832,0.91612,0.80832,0.54519,0.6588,1.09214,9.93208e-05,9.93208e-05,9.93208e-05
168,24951.3,0.51046,0.48359,1.07883,0.89698,0.82858,0.91602,0.80796,0.54527,0.65906,1.09227,9.69166e-05,9.69166e-05,9.69166e-05
169,25089.4,0.5106,0.48544,1.07912,0.89476,0.83099,0.91603,0.80715,0.54546,0.65915,1.09258,9.45346e-05,9.45346e-05,9.45346e-05
170,25227.6,0.50726,0.48406,1.07363,0.89417,0.83111,0.91612,0.80735,0.5457,0.65957,1.09307,9.21751e-05,9.21751e-05,9.21751e-05
171,25363.1,0.50968,0.49255,1.0819,0.87822,0.84422,0.91616,0.80722,0.5459,0.65989,1.09357,8.98385e-05,8.98385e-05,8.98385e-05
172,25498.8,0.51033,0.48479,1.07228,0.87186,0.85077,0.91587,0.80683,0.54674,0.65985,1.09473,8.75253e-05,8.75253e-05,8.75253e-05
173,25634.3,0.50376,0.48215,1.07105,0.87169,0.85091,0.91597,0.80759,0.54688,0.65841,1.09542,8.52359e-05,8.52359e-05,8.52359e-05
174,25769.7,0.50676,0.47441,1.07517,0.87289,0.85177,0.91603,0.80685,0.54709,0.65809,1.09575,8.29706e-05,8.29706e-05,8.29706e-05
175,25907.4,0.50255,0.48301,1.07047,0.87241,0.85229,0.91611,0.80728,0.54744,0.65793,1.09652,8.07298e-05,8.07298e-05,8.07298e-05
176,26088.8,0.50699,0.47654,1.07659,0.87341,0.85185,0.91616,0.8078,0.54721,0.65763,1.096,7.8514e-05,7.8514e-05,7.8514e-05
177,26226.5,0.50923,0.48378,1.07312,0.8733,0.85429,0.91619,0.8078,0.54732,0.65795,1.09634,7.63234e-05,7.63234e-05,7.63234e-05
